id;isi_berita;tema
113;"Wasit Chris Kavanagh jadi sorotan usai memimpin duel Arsenal kontra Chelsea. Beberapa keputusan yang diambilnya menimbulkan kontroversi. Arsenal vs Chelsea tersaji di Emirates Stadium dalam lanjutan Liga Inggris, Minggu (6/9/2026). Pertandingan berakhir untuk kemenangan Meriam London 2-1. Chelsea unggul lebih dulu lewat gol Morgan Rogers. Arsenal membalas via gol Kai Havertz dan Martin Odegaard. Duel bertajuk Derby London ini diwarnai berbagai insiden panas. Salah satunya keributan antara Morgan Rogers dan Declan Rice di babak kedua. Rice terekam kamera menjegal Rogers yang sedang berlari dari belakang. Rogers langsung menghampiri Rice dan mendorongnya penuh emosi. Wasit Chris Kavanagh memberi kartu kuning atas sikap Rogers. Namun, tidak ada hukuman yang diberikan kepada Rice yang memicu insiden ini. Keputusan Kavanagh tak memberi kartu kuning kepada Rice dipertanyakan Gary Neville. Legenda Manchester United ini menilai pemain Arsenal itu layak dihukum karena menjegal jatuh lawan yang tak menguasai bola. Actually nuts how rogers got a yellow and rice got away with this pic.twitter.com/P5SEs92f8O — 🦈 (@cfcyusxf) September 6, 2026 ""Morgan Rogers marah dan dia mendorong Declan Rice. Dia sudah benar. Rice menjegalnya,"" kata Neville kepada Sky Sports. ""Saya tak percaya wasit tidak melihat itu. Declan Rice sadar dia tak bisa membalas Morgan Rogers, mereka rekan setim di Timnas Inggris,"" ujarnya. Selain insiden Rogers dan Rice, Kavanagh juga tak memberi hukuman saat Gabriel Magalhaes menyepak kepala kiper Chelsea Emiliano Martinez di babak pertama. Insiden tersebut dianggap sebagai ketidaksengajaan, sehingga bek Arsenal itu lolos dari sanksi. (bay/mrp)";olahraga
114;"Fiorentina sudah punya pelatih baru pengganti Fabio Grosso. La Viola resmi memulangkan Paolo Vanoli. Vanoli diangkat sebagai pelatih Fiorentina sampai akhir musim ini. Dia ditugaskan mengangkat performa tim yang berantakan bersama Grosso, karena jadi juru kunci di klasemen Liga Italia dengan nol poin dari tiga laga dan kebobolan paling banyak, sembilan gol! ""Fiorentina mengumumkan pengangkatan Paolo Vanoli sebagai pelatih kepala tim utama,"" ujar pernyataan resmi klub. ""Kami ingin berterima kasih atas kesediaan Vanoli menerima tawaran menjadi pelatih klub ini lagi dengan cepat. Pelatih akan langsung memimpin sesi latihan sore ini."" Grosso sejatinya ditunjuk menjadi pengganti Vanoli musim panas lalu. Manajemen Fiorentina kala itu tidak puas dengan kinerja Vanoli yang menggantikan posisi Stefano Pioli November 2025. Sebab Fiorentina lebih banyak berkutat di papan bawah sebelum akhirnya lolos dari degradasi setelah finis posisi ke-15. Sayangnya, Grosso bernasib sama seperti Pioli musim, dipecat karena Fiorentina belum pernah menang. Bedanya kali ini Fiorentina cuma butuh tiga laga untuk mengeluarkan surat PHK. Vanoli akan melakukan debutnya saat Fiorentina melawat ke markas Venezia akhir pekan ini. (mrp/bay)";olahraga
115;"Padel kini sudah jadi gaya hidup masyarakat urban di Indonesia. Tidak cuma untuk berolahraga, padel bisa jadi ajang reunian. Hal ini yang dilakukan oleh alumni Fakultas Hukum (FH) Universitas Trisakti angkatan 1999. Pada Minggu (6/9/2026) kemarin, berlokasi HQ Padel & Tennis, Pesanggrahan, Jakarta Selatan, mereka melakukan kegiatan gathering namun dikemas dalam bentuk turnamen padel bertajuk ""Ngedadak Padel"". Para alumni FH Trisakti tersebut juga diperbolehkan membawa pasangan mereka masing-masing untuk bersaing dalam pertandingan nomor campuran. Turnamen padel ini diikuti oleh 16 fixed partners dan mixed partners yang terbagi ke dalam 4 grup. Para peserta pun terlihat tampil antusias dan kompetitif. ""Intinya ini untuk menjaga silaturahmi. Kami angkatan 99 FH Trisakti memang sering membuat kegiatan kumpul-kumpul, dan salah satunya ini adalah padel. Apalagi padel juga sedang digemari, baik laki-laki maupun perempuan,"" ujar salah seorang panitia, Mega Ruhapy, dalam keterangan kepada media Kegiatan ini memang hanyalah ajang silaturahmi. Namun, panitia tampak begitu serius dalam menyelenggarakan acara. Podium untuk juara pertama, peringkat runner-up, dan ketiga disiapkan. Pemenang juga berhak mendapatkan penghargaan, medali, dan hadiah. Arie Pujianto, salah seorang alumni yang menjadi motor penggerak aktivitas olahraga di kalangan alumni FH Universitas Trisakti, menyebut angkatannya memang tergolong cukup aktif menggelar kegiatan seperti ini. Kegiatan olahraga seperti padel ini diyakini Arie menjadi pilihan yang tepat untuk bersilaturahmi karena baik alumni laki-laki maupun perempuan bisa berpartisipasi. ""Kami dari zaman kuliah, udah lebih dari 25 tahun lalu, memang akur ya. Alhamdulillah masih berhubungan baik. Akhirnya sekarang kami coba main padel, karena para istri juga bisa main,"" kata Arie. ""Mudah-mudahan, dengan adanya turnamen padel perdana kami ini, bisa juga mengangkat kemauan dari angkatan FH Trisakti yang lain. Pastinya seru kalau seluruh FH Trisakti bisa melakukan gathering,"" sambungnya. Arie menyebut alumni angkatan 99 FH Trisakti juga berencana menggelar turnamen padel ke depannya, tetapi diadakan di Asha Beach Club & Resort di Pulau Payung, Kepulauan Seribu. Tak Cuma Padel Arie dan para alumni FH Trisakti rupanya juga tergabung dalam klub sepak bola Inkracht Sakti FC, yang dijadwalkan mengikuti kejuaraan dunia antar advokat atau Mundiavocat 2027 di Bali, 21-25 April 2027. ""Mundiavocat ini juga jadi salah satu fokus kita. Kami dari Inkracht Sakti FC memang basicnya adalah para lawyer lulusan Trisakti. Namun, mungkin kami juga membuka peluang untuk mengajak pemain dari Peradi FC,"" ucap Arie. Arie yang menjabat sebagai kapten tim Inkracht Sakti FC, menambahkan, untuk menghadapi Mundiavocat tahun depan, skuad sudah harus terbentuk pada bulan November 2026 sehingga tim bisa lebih berkonsentrasi melakukan persiapan. Inkracht Sakti FC sendiri telah menunjuk seorang pelatih profesional yang dikenal di kalangan olahraga futsal, yakni Mario Silitonga. Mario memang sudah berkali-kali membawa tim advokat Indonesia berkompetisi di kejuaraan dunia sepak bola antar advokat. Tangan dingin dan pengalaman Mario diharapkan bisa membawa Inkracht Sakti FC mencapai prestasi membanggakan. ""Untuk Mundiavocat, biasanya negara unggulan dari Asia itu adalah Thailand, Iran, dan Jepang. Dulu saya pernah membawa tim sepak bola advokat Indonesia sampai ke peringkat ketiga,"" kata Mario. Agenda terdekat, Inkracht Sakti FC akan menggelar pertandingan pemanasan menghadapi para mantan pemain profesional Malaysia, Sabah FC, di Jakarta, 20 September. (mrp/bay)";olahraga
116;"Superstar Bayern Munich Harry Kane digadang-gadang sebagai salah satu kandidat terkuat merebut Ballon d'Or 2026. Meski begitu, Kane pasrah dengan hasilnya. Penyerang sekaligus kapten Timnas Inggris itu mengarungi musim 2025/2026 secara sensasional. Sebanyak 73 gol diceploskan Kane di level klub (61) dan internasional (12), jumlah gol yang melebihi rekor gol pemain ikonik Cristiano Ronaldo (69) di 2011/2012. Gol-gol Kane tersebut mengantar Die Roten memenangi masing-masing trofi domestik sepakbola Jerman, Bundesliga, DFB-Pokal, dan Piala Super Jerman, serta membawa Inggris finis ketiga di Piala Dunia 2026. Harry Kane diyakini akan bersaing dengan duo Barcelona dan Spanyol: Lamine Yamal, Rodri, serta megabintang Real Madrid dan Timnas Prancis Kylian Mbappe. Pemenang Ballon d'Or 2026 sendiri akan diumumkan pada 26 Oktober. ""Aku sangat bangga dengan musim yang baru saja kulewati, pastinya,"" ungkap pesepakbola berusia 33 tahun ini kepada TNT Sports. ""Belum lama, aku hanyalah seorang penggemar yang ingin menjadi seorang pesepakbola profesional, dan sekarang aku di sini, memenangi berbagai penghargaan, dan Ballon d'Or juga sama,"" lanjut Harry Kane. ""Tentu saja, memenanginya atau tidak bukan keputusanku, tergantung pada pemungutan suara dan orang-orang yang memutuskannya. Musim yang baru saja kulewati adalah musim terbaikku dan kita lihat saja nanti,"" dia menambahkan. (rin/mrp)";olahraga
117;"Hyrox tak dipungkiri lagi naik daun di dunia, terutama di Indonesia. Olahraga ini memang punya peran penting dalam menjaga stamina tubuh. Hyrox adalah kompetisi kebugaran global yang mengombinasikan lari jarak jauh dengan latihan fungsional dalam satu rangkaian perlombaan yang intens. Olahraga ini pertama kali diluncurkan di Jerman pada tahun 2017 dan dengan cepat berkembang menjadi fenomena internasional. Tujuan utama dari kompetisi ini adalah untuk menguji daya tahan (endurance) serta kekuatan (strength) peserta secara menyeluruh. Berbeda dengan kompetisi atletik lainnya yang sering kali ditujukan hanya untuk profesional, Hyrox dirancang agar inklusif bagi semua tingkat kebugaran. Peserta pemula hingga atlet elit dapat berkompetisi di bawah standar yang sama dengan waktu penyelesaian yang tercatat secara digital. Hal ini menjadikan Hyrox sebagai salah satu jenis kompetisi fitness race yang paling populer di dunia saat ini. Itulah mengapa banyak pusat kebugaran di kota-kota besar di Indonesia memasukkan Hyrox sebagai salah satu ""jualan"" karena tingginya peminat. Apalagi saat ini sudah sering dilihat kompetisi hyrox dipertandingkan. Tidak cuma dipertandingkan secara resmi, Hyrox juga kerap dijadikan sebagai gimmick dalam sebuah seremoni, salah satunya seperti di Hari Kemerdekaan ke-81 RI bulan lalu. Synergy Worldwide Indonesia, perusahaan yang bergerak di bidang nutrisi dan wellness Synergy, berkolaborasi dengan South Barn menghadirkan sebuah kompetisi fitness yang memadukan semangat olahraga, kompetisi, dan tradisi perayaan 17 Agustus melalui acara ""17 Agustusan Throwdown"" Mengusung konsep kompetisi bergaya HYROX, 17 Agustusan Throwdown menghadirkan tantangan fisik yang menguji kekuatan, daya tahan, kecepatan, dan ketangguhan peserta. Namun, berbeda dari kompetisi fitness pada umumnya, acara ini juga membawa suasana khas perayaan kemerdekaan Indonesia melalui berbagai lomba 17 Agustusan, seperti lomba makan kerupuk, dan mengigit sendok dengan kelereng. ""Kami ingin menghadirkan sesuatu yang berbeda dalam menyambut Hari Kemerdekaan. Fitness dan olahraga memiliki nilai yang sangat dekat dengan semangat perjuangan, konsistensi, disiplin, keberanian untuk menghadapi tantangan, dan tidak mudah menyerah. Melalui 17 Agustusan Throwdown, kami ingin menggabungkan nilai-nilai tersebut dengan keceriaan dan kebersamaan yang menjadi ciri khas perayaan 17 Agustus di Indonesia, Produk-produk Synergy Indonesia juga hadir untuk mendukung performa para pecinta Olahraga & Fitness"" ujar Dina Yuliyanti selaku Senior Marketing Manager Synergy Worldwide Indonesia dalam keterangan kepada detikSport. Kolaborasi bersama South Barn juga menjadi bagian dari upaya menghadirkan pengalaman olahraga yang lebih inklusif dan menyenangkan bagi komunitas. Para peserta tidak hanya ditantang untuk menunjukkan kemampuan fisik mereka dalam arena kompetisi, tetapi juga diajak untuk menikmati suasana perayaan kemerdekaan bersama komunitas dan rekan-rekan sesama pecinta olahraga. Konsep ""work hard, play hard"" menjadi salah satu semangat utama acara ini. Yang menggabungkan antara tantangan fisik dalam kompetisi dan permainan-permainan khas 17 Agustus yang menghadirkan suasana santai, penuh tawa, dan kompetisi yang bersahabat. Kehadiran 17 Agustusan Throwdown sekaligus mencerminkan semakin berkembangnya budaya fitness dan olahraga fungsional di Indonesia. Kompetisi seperti Hyrox menggabungkan berbagai elemen latihan, mulai dari kekuatan, kardio, hingga functional movements, sehingga menuntut peserta untuk memiliki kemampuan fisik yang menyeluruh. Melalui kegiatan ini, Synergy Worldwide Indonesia dan South Barn berharap semangat kemerdekaan tidak hanya dirayakan melalui seremonial, tetapi juga diwujudkan melalui gaya hidup aktif, sehat, sportif, dan penuh kebersamaan. (mrp/bay)";olahraga
118;"Bomber Bayern Munich Harry Kane sukses melampaui rekor gol Cristiano Ronaldo di musim lalu. Kane mengaku takjub sendiri dengan pencapaiannya itu. Kane mengemas total 73 gol di level klub dan internasional di sepanjang 2025/2026. Sebanyak 61 gol diceploskan Kane untuk Bayern, sedangkan 12 gol lainnya untuk Timnas Inggris. Statistik itu mengantar Kane melebihi Ronaldo, yang mencetak total 69 gol di 2011/2012. Penyerang berusia 33 tahun itu cuma kalah dari pemain ikonik Argentina Lionel Messi, yang mencetak total 82 gol di musim yang sama. ""Aku tumbuh dengan menonton Messi dan Ronaldo, era di mana mereka mendominasi dan terus mendominasi,"" sahut mantan bintang Tottenham Hotspur itu kepada TNT Sports. ""Sudah pasti, Messi satu-satunya yang telah mencetak gol lebih banyak dengan 82 gol, tapi beberapa musim lainnya, dan jumlah gol terbanyak Ronaldo, kurasa 69 gol."" ""Aku pernah memikirkan bahwa jumlah gol sebesar itu benar-benar tidak masuk akal, yang memang demikian. Mereka itu kan pemain terhebat di generasi kita, dan bisa dibilang terhebat sepanjang masa. Jadi mencetak 73 gol, bahkan bagiku sendiri, aku cukup takjub dengan hal ini, "" Harry Kane menambahkan. Gol-gol Kane itu menginspirasi Bayern Munich menyapu bersih trofi domestik (Bundesliga, Piala DFB, Piala Super Jerman), dan mencapai semifinal Liga Champions, untuk kedua kalinya dalam tiga musim terakhir. (rin/mrp)";olahraga
119;"Kylian Mbappe melirik penghargaan Ballon d'Or 2026. Capaiannya di Piala Dunia menjadi alasannya. Mbappe tampil gemilang di Piala Dunia 2026 lalu. Striker berusia 27 tahun itu membawa Prancis finis keempat dan kembali keluar jadi top skor dengan torehan 10 gol. Tambahan 10 gol membuat Mbappe menorehkan rekor sebagai top skor Piala Dunia sepanjang masa, sebab sudah mengoleksi 22 gol. Torehan itu dinilai Mbappe bisa jadi 'modal' untuk memenangkan Ballon d'Or 2026. Meski begitu, ia menilai siapa pun bebas untuk memilih pemenangnya nanti. ""Tentu saja saya telah menorehkan banyak sejarah musim panas ini di ajang olahraga paling bergengsi, tapi kita lihat saja nanti,"" kata Kylian Mbappe. ""Saya merasa ini tahun yang tepat untuk itu, tapi masih ada waktu yang cukup lama dan orang-orang bebas memilih siapa pun yang menurut mereka merupakan pemain terbaik di dunia,"" terang eks pemain AS Monaco dan Paris Saint-Germain itu. Berbanding terbalik dengan timnas, Mbappe justru apes bersama Real Madrid. Ia gagal membawa Los Blancos juara LaLiga, meski tetap menyabet gelar top skor. Mbappe menegaskan, pemain Madrid akan otomatis dikaitkan dengan penghargaan semacam Ballon d'Or. ""Menurut saya, ketika Anda bermain untuk Real Madrid-yang merupakan klub terbaik di dunia, secara alami orang-orang akan mengaitkan Anda dengan penghargaan semacam itu. Mereka akan mengaitkan Anda dengan penghargaan tim maupun penghargaan individu,"" katanya. ""Banyak orang, ketika melihat saya di jalan, berbicara kepada saya tentang Ballon d'Or, banyak orang menyebut saya sebagai calon pemenang Ballon d'Or,"" katanya. (yna/krs)";olahraga
120;"Men's World Tennis Championship 2026 sudah memasuki seri V. Sayang, tiga petenis tuan rumah gagal melaju ke babak utama. Pada putaran final kualifikasi Seri V M-15 Men's World Tennis Championship 2026, Senin (7/9/2026), Indonesia menurunkan tiga wakilnya, yakni Ethan Jake Frans, Ethan David Zapp, dan Kareem Abdul Hakim. Tapi ketiganya malah gagal menuntaskan misinya lolos ke babak utama turnamen yang berhadiah total 20 ribu dolar AS. Ada total 32 petenis dari 14 negara yang tampil di babak kualifikasi. Bertanding di lapangan A, Bali Beach Country Club, Nusa Dua, Ethan baru saja merayakan ulang tahun ke-17 itu harus tumbang dari unggulan keempat Shanker Heisnam. Ethan yang akhir pekan lalu jadi runner-up Seri IV bersama Rafalentino Da Costa kalah dengan skor 2-6 dan 3-6 dalam waktu 1,5 jam. Ethan Jake, 14 tahun, yang merupakan putra eks petenis Indonesia Wyne Prakusya kalah dari unggulan ketujuh asal Amerika Serikat Stefan Menichell, dengan skor 6-7 tiebreak 3 dan 3-6 dalam waktu 2 jam 4 menit. ""Saya tetap puas dengan performa saya di final kualifikasi ini. Apalagi saya kalah dari petenis asing seperti Stefan yang unggul teknik dan pengalaman serta peringkat ATP yang lebih tinggi,"" ujar Ethan Jake dalam rilis kepada detikSport. Wakil RI ketiga yang gagal adalah Kareem Abdul Hakim. Dia takluk dari unggulan kelima dari Selandia Baru, Matthew Shearer, 2-6 dan 5-7. Dengan hasil itu, Indonesia cuma punya empat wakil di babak utama, yakni unggulan kedua M Rifqi Fitriadi, serta Anthony Susanto, Nathan Bark, dan Rafalentino Ali Da Costa yang masuk ke babak utama dengan fasilitas wild card. Sementara itu di sektor ganda putra, Indonesia akan diperkuat oleh Rafalentino Ali Dacosta/Ethan David Zapp, Ethan Jake Frans/M. Ragil Putra, Anthony Susanto yang menggandeng petenis Taiwan Yang Cheng Chen sebagai pasangannya serta Kareem Abdul Hakim yang berpartner dengan Andrez Nech dari Hungaria. (mrp/rin)";olahraga
121;Anthony Gordon langsung bersinar di Barcelona. Winger asal Inggris itu baru saja menyamai beberapa legenda klub dalam urusan assist. Gordon langsung berkontribusi banyak untuk Barcelona di LaLiga musim ini. Pemain berusia 25 tahun itu tampil menjadi 'pelayan' lewat assist-assist berujung gol. Dari empat laga yang dimainkan, Gordon sudah memborong empat assist. Terakhir ia menorehkan satu assist saat Barcelona menggulung Valencia 5-0 di Mestalla, Minggu (6/9). Sebelumnya Gordon juga bisa memberi assist di dua laga Barcelona. Saat melawan Elche dan Rayo Valleano, ia juga bisa membantu rekannya bikin gol. Empat assist itu bikin Anthony Gordon menyamai catatan legenda-legenda Barcelona. Opta mencatat, Gordon mengukir rekor serupa Cesc Fabregas dan Luis Suarez di klub. 4 - Anthony Gordon es el tercer jugador que reparte cuatro asistencias en sus primeros cuatro partidos en LaLiga en todo el siglo XXI. 🎯 Los otros dos son Cesc Fàbregas y Luis Suárez, que también lo lograron con el FC Barcelona. 🎼 Recital. https://t.co/qkjP8SJaNQ pic.twitter.com/03ZIPEixKB Gordon cuma kalah dari Lionel Messi, yang bisa bikin lima assist dari lima pertandingan pertama LaLiga pada musim kompetisi 2011/2012. Gordon, yang dibeli Barcelona dari Newcastle United seharga 70 juta Euro, langsung meningkat permainannya. Musim lalu misalnya, ia cuma bisa bikin 2 assist dari 26 laga di Premier League. Pindah ke Barcelona, Anthony Gordon kini langsung menjadi andalan Hansi Flick. Pemain Timnas Inggris itu langsung jadi pelayan baru Blaugrana. (yna/ran);olahraga
122;Mohamed Salah belum berhenti bikin sensasi di Liga Turki. Winger Trabzonspor itu baru saja mencatatkan rekor baru di sana, apa itu? Salah kembali jadi starter saat Trabzonspor menjamu Genclerbirligi di pekan keempat, Senin (7/9/2026) malam WIB. Tapi, Paul Onouachu yang membuka keunggulan Trabzonspor pada menit kelima. Salah mencatatkan namanya di papan skor pada menit ke-14 lewat sepakan penalti ke pojok kiri gawang. Onuachu membuat gol kedua pada menit ke-22 sekaligus mengakhiri babak pertama dengan skor 3-0. Pada menit ke-59, Salah menjadi arsitek gol keempat Trabzonspor yang dibuat Ernest Muci. Umpan terukur Salah diteruskan Muci lewat sepakan keras ke pojok gawang. Pesta gol Trabzonspor ditutup gol Franculino pada menit ke-78. Trabzonspor menang 5-0 dan duduk di posisi keempat dengan tujuh poin selisih tiga angka dari Galatasaray di puncak klasemen. Tidak cuma mengantarkan Trabzonspor menang besar, Salah dengan satu gol dan satu assist sudah terlibat dalam hadirnya lima gol dari empat laga. Menurut Opta, empat gol Salah sejauh ini menjadikannya sebagai pemain asing pertama yang mencatatkan statistik itu bersama Trabzonspor sejak 2000/2001. Mantap, Salah! (mrp/bay);olahraga
123;"Federico Gatti menjadi penyelamat Juventus dari kekalahan melawan AC Milan. Dia melakukan selebrasi yang sangat emosional. Juventus vs AC Milan berlangsung di Allianz Stadium dalam lanjutan Liga Italia, Senin (7/9/2026) dini hari WIB. Pertandingan tuntas 1-1. Bianconeri tertinggal 0-1 akibat gol Alphadjo Cisse di menit ke-68. Gatti kemudian menyelamatkan muka Juventus lewat gol sundulan di injury time. Gatti masuk ke pertandingan pada menit ke-89 setelah menggantikan Zeki Celik. Saat merayakan golnya, Gatti berteriak ke arah kerumunan suporter Juventus, ""Selalu aku!"" Juventus koopt Randal Kolo Muani voor zo'n €50M en huurt Nick Woltemade (marktwaarde zo'n €55M), maar voormalig dakdekker Federico Gatti moet als gelegenheidsspits de meubelen redden. Juve is voor het zoveelste jaar op rij begonnen aan een anno zero. pic.twitter.com/hEMpaSlfC0 Hal ini mungkin merujuk perasaan Gatti yang tak kunjung mendapatkan kepercayaan penuh sebagai starter. Bek berusia 28 tahun itu pada musim lalu juga pernah menyelamatkan Juventus dari kekalahan di kandang lewat gol di injury time melawan AS Roma dengan skor 3-3. Gatti juga masih punya banyak gol lainnya di kandang Juventus. Situasinya juga menghindari Juventus dari kekalahan atau membuat menjadi menang: melawan Sporting CP, Sevilla, Monza, Napoli, dan Fiorentina. ""Aku minta maaf jika Anda terkejut, ini yang selalu aku lakukan di masa lalu,"" kata Gatti kepada DAZN Italia ketika ditanya tentang dampaknya sebagai pemain pengganti. ""Ini adalah sejarahku, aku memiliki kekuatan batin, aku tidak pernah menyerah, aku melawan semua orang dan segalanya dengan tekad yang kuat,"" tegasnya (ran/krs)";olahraga
124;"Nepal sedang berupaya bangkit dari bencana alam. UEFA akan memberikan dukungan moril dengan mewajibkan mengheningkan cipta di semua laga Liga Champions matchday pertama. Nepal tengah menghadapi salah satu bencana alam paling dahsyat dalam beberapa dekade terakhir. Banjir bandang besar yang dipicu oleh runtuhan gletser dan material pegunungan di wilayah perbatasan Nepal-China telah menimbulkan kehancuran luas serta menelan ribuan korban. Bencana yang terjadi pada 26 Agustus 2026 itu menerjang kawasan di sepanjang aliran Sungai Bhote Koshi dan wilayah sekitarnya. Arus banjir yang membawa lumpur, batu, dan material lainnya menghancurkan permukiman, jalan, jembatan, serta sejumlah fasilitas pembangkit listrik tenaga air. UEFA, yang merupakan induk organisasi sepakbola di Eropa, turut menyoroti musibah itu. UEFA meminta seluruh pertandingan matchday pertama Liga Champions diawali dengan mengheningkan cipta untuk Nepal. ""Nepal, kamu tidak sendirian. Pekan ini, para korban banjir akan dihormati dengan mengheningkan cipta sebelum seluruh pertandingan Liga Champions UEFA dimulai,"" bunyi pernyataan UEFA di media sosial. Presiden UEFA, Aleksander Ceferin, berharap para korban yang terdampak bisa segera diberikan kepulihan. ""Seluruh keluarga sepakbola Eropa akan bersatu sebelum pertandingan pekan ini untuk menyampaikan belasungkawa terdalam dan dukungan kami kepada rakyat Nepal. Kami berharap mereka diberi kekuatan dan ketabahan dan pulih dari tragedi ini,"" kata Ceferin. (ran/yna)";olahraga
125;"Barra Ghaisan Zeinatma menunjukkan perkembangan positif pada musim debutnya di ESHARK Rok Cup Indonesia 2026. Turun di kelas Mini Rok, Pembalap muda Indonesia ini mampu mengoleksi sejumlah podium setelah menjalani proses adaptasi sepanjang musim. Pebalap berusia 13 tahun yang memperkuat Avenue Rising Star Racing Team itu baru tampil mulai Round 2 karena harus beradaptasi dengangokartbaru. Pada Seri 2, Barra finis di posisi ke-12, sebelum meningkat ke peringkat ke-10 pada Seri 3. Performa Barra semakin menonjol pada Seri 4. Ia meraih posisi kelima kategori Mini Newbie dan peringkat ketiga Mini Rok Rising Star. Memasuki Seri 5, Barra kembali naik podium dengan menjadi juara pertama kategori Mini Newbie dan runner-up Mini Rok B. Performa tersebut berlanjut pada Seri 6 yang berlangsung 5-6 September 2026. Ia meraih posisi kedua Mini Newbie, posisi kelima Mini Rok, dan posisi keempat Mini Rok Rising Star. ""Musim pertama ini menjadi proses belajar yang sangat penting bagi Barra. Setiap seri memberikan pengalaman dan tantangan baru,"" kata ayah Barra, Jeffri Ardiatma, kepada awak media. Jeffri juga mengingatkan Barra untuk tetap memperhatikan pendidikan. Saat ini, Barra tercatat sebagai siswa kelas 7 SMP Labschool Cirendeu. ""Yang penting juga untuk Barra agar fokus dengan sekolahnya. Kami selalu berharap yang terbaik untuk Barra,"" lanjutnya. Setelah menyelesaikan musim pertamanya di kelas Mini Rok, Barra diproyeksikan naik ke kelas Junior Rok pada ESHARK Rok Cup Indonesia 2027. Ia juga dijadwalkan mengikuti sejumlah seri Rok Cup Asia di Macau, Malaysia, dan Thailand. (ran/yna)";olahraga
126;"Manchester United gagal menang saat melawan Everton usai kejebolan di menit akhir. Benjamin Sesko mengajak rekan-rekannya bangkit dari rasa sakit itu. MU sedianya nyaris menang di Hill Dicknson Stadium, Minggu (6/9). Dua kali unggul lewat Bryan Mbeumo dan Sesko, Everton membalas lewat Tyrique George dan Ainsley Maitland-Niles. Gol kedua Everton yang bikin nyesek MU. Sebab, Maitland-Niles mencetaknya menit ke-96, dan seharusnya lima menit perpanjangan waktu. Maitland-Niles menjebol gawang Mu lewat sepakan indah dari luar kotak penalti. Bolanya gagal dibendung dan akhirnya membuat kemenangan MU sirna di menit akhir. ""Tentu saja kami kecewa karena kami sudah sangat dekat namun akhirnya terasa begitu jauh. Kebobolan gol seperti ini, terutama di menit-menit terakhir sekali, terjadi seperti yang terjadi tadi, sungguh menyakitkan bagi semua orang karena semua orang sudah memberikan segalanya untuk mencoba memenangkan pertandingan karena kami benar-benar menginginkannya,"" kata Sesko, melansir ESPN. ""Setiap orang di sini menginginkannya, dan kemudian pada momen-momen seperti ini, ketika tendangan terakhir seperti itu menentukan hasil akhir, rasanya sangat, sangat menyakitkan,"" kata penyerang asal Slovenia itu. Lebih lanjut, Sesko berharap rekan-rekannya bisa bangkit dari hasil tersebut. Ia meminta MU fokus untuk laga-laga berikutnya. ""Sangat penting untuk memandang segala sesuatunya secara positif, meskipun ini bukan hasil terbaik hari ini,"" kata Sesko. ""Tetapi mari lihat pertandingan ini dari sisi yang baik, tetap berusaha memperbaiki diri, fokus untuk pertandingan berikutnya, dan berusaha memenangkan pertandingan berikutnya, cuma itu,"" katanya. (yna/krs)";olahraga
127;"Iliman Ndiaye mengaku langsung mengiyakan tawaran bergabung dengan Manchester City di pengujung bursa transfer musim panas lalu. Ia meyakini Tuhan sudah membukakan jalan untuk bergabung dengan The Citizens. City menebus Ndiaye dari Everton seharga 60 juta pound plus add-ons senilai 5 juta pound di hari penutupan bursa transfer pada 1 September lalu. Empat hari kemudian, ia sudah dipercaya manajer Enzo Maresca sebagai starter untuk melawan Coventry City. Padahal ia sempat hampir menyeberang ke Tottenham Hotspur di pekan terakhir bursa transfer. Kedua tim bahkan sudah mencapai kata sepakat. Namun karena Spurs gagal melepas Richarlison, akhirnya transfer ini kolaps. City kemudian berhasil mendapat keuntungan dari situasi itu. Jadilah Ndiaye dikontrak selama lima tahun, mengakhiri kebersamaan yang sudah terjalin dengan Everton sejak 2024. ""Tidak ada rasa stres ataupun panik. Saya selalu berprinsip bahwa apa pun yang akan terjadi, terjadilah. Tuhan yang menentukan masa depan Anda-semuanya sudah digariskan,"" ujar Ndiaye soal kepindahannya, dikutip BBC. ""Saya hanya bersabar, dan ketika tawaran dari City datang, saya sangat gembira. Memang sudah seharusnya saya bergabung dengan City. ""Saya menginginkan Liga Champions dan kesempatan bermain untuk salah satu tim terbaik di dunia. Saya tidak bilang Tottenham bukan tim hebat, tetapi ketika Manchester City datang memanggil, Anda tidak mungkin menolaknya."" ""Ini adalah pekan yang indah bagi saya, dan semuanya disempurnakan dengan sebuah kemenangan (atas Coventry)."" Meski hanya sebentar, Ndiaye mengaku nyaman selama tinggal di Liverpool. Apalagi ia juga menjadi pemain favorit suporter berkat sumbangsih 17 gol dalam 74 penampilan bersama The Toffees. Namun ia mantap menginginkan jalan karier yang lebih baik. ""Saat berbincang dengan istri, saya katakan padanya bahwa jika saya harus meninggalkan Everton, saya hanya akan pindah ke klub tempat saya bisa bermain di Liga Champions,"" ujarnya. ""Berat rasanya meninggalkan Everton. Saya telah menjalin ikatan yang kuat dengan para penggemar dan pemain di sana, namun terkadang kita harus melangkah maju, begitulah dunia sepak bola,"" tegas pemain berpaspor Senegal itu. (adp/krs)";olahraga
